id,title,release_year,country,duration,language,certification,gross,budget
441,Peggy Sue Got Married,1986,USA,103,English,PG-13,41382841,18e6
442,Platoon,1986,UK,120,English,R,137963328,6e6
443,River's Edge,1986,USA,99,English,R,4600000,19e5
444,Salvador,1986,UK,122,English,R,NA,45e5
445,Shanghai Surprise,1986,UK,97,English,PG-13,2315683,17e6
446,She's Gotta Have It,1986,USA,88,English,R,7137502,175e3
447,Stand by Me,1986,USA,89,English,R,52287414,8e6
448,Star Trek IV: The Voyage Home,1986,USA,119,English,PG,109713132,25e6
449,The Clan of the Cave Bear,1986,USA,98,English,R,1953732,15e6
450,The Color of Money,1986,USA,119,English,R,52293982,138e5
451,The Golden Child,1986,USA,94,English,PG-13,79817937,25e6
452,The Texas Chainsaw Massacre 2,1986,USA,101,English,X,8025872,47e5
453,The Wraith,1986,USA,93,English,R,3500000,27e5
454,Top Gun,1986,USA,110,English,PG,176781728,15e6
455,Witchboard,1986,UK,98,English,R,7369373,2e6
456,3 Men and a Baby,1987,USA,102,English,PG,167780960,11e6
457,A Nightmare on Elm Street 3: Dream Warriors,1987,USA,88,English,X,44793200,45e5
458,American Ninja 2: The Confrontation,1987,USA,90,English,R,4000000,35e4
459,Beverly Hills Cop II,1987,USA,100,English,R,153665036,28e6
460,Creepshow 2,1987,USA,85,English,R,14000000,35e5
461,Cry Freedom,1987,UK,147,English,PG,5899797,29e6
462,Evil Dead II,1987,USA,37,English,X,5923044,36e5
463,Fatal Attraction,1987,USA,119,English,R,156645693,14e6
464,From a Whisper to a Scream,1987,USA,92,English,R,1400000,11e5
465,"Good Morning, Vietnam",1987,USA,121,English,R,123922370,13e6
466,Hellraiser,1987,UK,86,English,R,14564027,1e6
467,Hollywood Shuffle,1987,USA,81,English,R,5228617,1e5
468,Ishtar,1987,USA,107,English,PG-13,14375181,51e6
469,Jaws: The Revenge,1987,USA,92,English,PG-13,20763013,23e6
470,La Bamba,1987,USA,108,English,PG-13,54215416,65e5
471,Malone,1987,USA,92,English,R,3060858,1e7
472,Maurice,1987,UK,140,English,R,3130592,26e5
473,Predator,1987,USA,107,English,R,59735548,15e6
474,Prison,1987,USA,102,English,R,354704,13e5
475,Radio Days,1987,USA,88,English,PG,14792779,16e6
476,Spaceballs,1987,USA,96,English,PG,38119483,227e5
477,Superman IV: The Quest for Peace,1987,UK,134,English,PG,15681020,17e6
478,Teen Wolf Too,1987,USA,95,English,PG,7888703,3e6
479,The Barbarians,1987,USA,87,English,R,800000,4e6
480,The Brave Little Toaster,1987,USA,90,English,Not Rated,NA,23e5
481,The Last Emperor,1987,China,219,English,PG-13,43984230,23e6
482,The Living Daylights,1987,UK,130,English,PG,51185897,3e7
483,The Lost Boys,1987,USA,97,English,R,32222567,NA
484,The Princess Bride,1987,USA,98,English,PG,30857814,16e6
485,The Running Man,1987,USA,101,English,R,38122105,27e6
486,The Untouchables,1987,USA,119,English,R,76270454,25e6
487,Wall Street,1987,USA,126,English,R,43848100,15e6
488,A Nightmare on Elm Street 4: The Dream Master,1988,USA,99,English,R,49369900,7e6
489,Action Jackson,1988,USA,96,English,R,20257000,7e6
490,Akira,1988,Japan,124,Japanese,R,439162,11e8
491,Beetlejuice,1988,USA,92,English,PG,73326666,15e6
492,Big,1988,USA,130,English,PG,114968774,18e6
493,Bloodsport,1988,USA,92,English,R,11806119,11e5
494,"Bright Lights, Big City",1988,USA,107,English,R,16118077,25e6
495,Child's Play,1988,USA,87,English,R,33244684,9e6
496,Crocodile Dundee II,1988,Australia,108,English,PG,109306210,158e5
497,Dangerous Liaisons,1988,USA,119,English,R,34700000,14e6
498,Dangerous Liaisons,1988,USA,119,English,R,34700000,14e6
499,Die Hard,1988,USA,131,English,R,81350242,28e6
500,Friday the 13th Part VII: The New Blood,1988,USA,88,English,R,19170001,28e5
501,Halloween 4: The Return of Michael Myers,1988,USA,88,English,R,17768000,5e6
502,Iguana,1988,Italy,97,English,NA,NA,3e6
503,Lady in White,1988,USA,118,English,R,1705139,47e5
504,Midnight Run,1988,USA,126,English,R,38413606,3e7
505,My Stepmother Is an Alien,1988,USA,105,English,PG-13,13854000,2e7
506,Mystic Pizza,1988,USA,104,English,R,12793213,6e6
507,Phantasm II,1988,USA,97,English,R,7282851,3e6
508,Poltergeist III,1988,USA,98,English,PG-13,14114488,105e5
509,Rain Man,1988,USA,133,English,R,172825435,25e6
510,Rambo III,1988,USA,87,English,R,53715611,63e6
511,School Daze,1988,USA,121,English,R,14545844,65e5
512,Scrooged,1988,USA,101,English,PG-13,60328558,32e6
513,Talk Radio,1988,USA,110,English,R,3468572,4e6
514,The Land Before Time,1988,USA,69,English,G,48092846,125e5
515,The Last Temptation of Christ,1988,USA,164,English,R,8373585,7e6
516,They Live,1988,USA,93,English,R,13008928,4e6
517,Twins,1988,USA,107,English,PG,111936400,15e6
518,Young Guns,1988,USA,107,English,R,44726644,13e6
519,A Nightmare on Elm Street 5: The Dream Child,1989,USA,89,English,X,22168359,8e6
520,Back to the Future Part II,1989,USA,108,English,PG,118500000,4e7
521,Batman,1989,USA,126,English,PG-13,251188924,35e6
522,Bill & Ted's Excellent Adventure,1989,USA,90,English,PG,40485039,1e7
523,Black Rain,1989,USA,125,English,R,45645204,3e7
524,Born on the Fourth of July,1989,USA,145,English,R,70001698,14e6
525,Dead Poets Society,1989,USA,128,English,PG,95860116,164e5
526,Do the Right Thing,1989,USA,120,English,R,27545445,65e5
527,Driving Miss Daisy,1989,USA,99,English,PG,106593296,75e5
528,Friday the 13th Part VIII: Jason Takes Manhattan,1989,USA,100,English,R,14343976,5e6
529,Glory,1989,USA,122,English,R,26830000,18e6
530,Glory,1989,USA,122,English,R,26830000,18e6
531,Halloween 5,1989,USA,96,English,X,11642254,3e6
532,Henry V,1989,UK,137,English,PG-13,10161099,9e6
533,Indiana Jones and the Last Crusade,1989,USA,127,English,PG-13,197171806,48e6
534,Licence to Kill,1989,UK,133,English,PG-13,34667015,32e6
535,Major League,1989,USA,107,English,R,49797148,11e6
536,New York Stories,1989,USA,124,English,PG,10763469,15e6
537,Pet Sematary,1989,USA,103,English,R,57469179,115e5
538,Road House,1989,USA,114,English,R,30050028,17e6
539,Roger & Me,1989,USA,91,English,R,6706368,16e4
540,Sea of Love,1989,USA,113,English,R,58571513,19e6
541,"Sex, Lies, and Videotape",1989,USA,100,English,R,24741700,12e5
542,Star Trek V: The Final Frontier,1989,USA,107,English,PG,55210049,278e5
543,Tango & Cash,1989,USA,97,English,R,63408614,55e6
544,The Abyss,1989,USA,171,English,PG-13,54222000,695e5
545,The Blood of Heroes,1989,Australia,90,English,R,882290,1e7
546,The Toxic Avenger Part II,1989,USA,96,English,R,792966,23e5
547,Troop Beverly Hills,1989,USA,105,English,PG,8508843,18e6
548,UHF,1989,USA,150,English,PG-13,6157157,5e6
549,Warlock,1989,USA,103,English,R,9094451,7e6
550,We're No Angels,1989,USA,106,English,PG-13,10555348,2e7
551,When Harry Met Sally...,1989,USA,89,English,R,92823600,16e6
552,Arachnophobia,1990,USA,103,English,PG-13,53133888,31e6
553,Back to the Future Part III,1990,USA,118,English,PG,87666629,4e7
554,Child's Play 2,1990,USA,72,English,R,28501605,13e6
555,Dances with Wolves,1990,USA,236,English,PG-13,184208848,22e6
556,Days of Thunder,1990,USA,107,English,PG-13,82670733,6e7
557,Dick Tracy,1990,USA,105,English,PG,103738726,1e8
558,Die Hard 2,1990,USA,124,English,R,117541000,7e7
559,Edward Scissorhands,1990,USA,105,English,PG-13,56362352,2e7
560,Flatliners,1990,USA,115,English,R,61490000,26e6
561,Ghost,1990,USA,127,English,PG-13,217631306,22e6
562,Goodfellas,1990,USA,146,English,R,46836394,25e6
563,Gremlins 2: The New Batch,1990,USA,106,English,PG-13,41482207,5e7
564,Home Alone,1990,USA,103,English,PG,285761243,18e6
565,Kindergarten Cop,1990,USA,111,English,PG-13,91457688,26e6
566,Marilyn Hotchkiss' Ballroom Dancing and Charm School,1990,USA,34,English,NA,333658,34e3
567,Metropolitan,1990,USA,98,English,PG-13,2938208,225e3
568,Midnight Cabaret,1990,USA,94,English,R,NA,NA
569,Mo' Better Blues,1990,USA,129,English,R,16153600,1e7
570,Predator 2,1990,USA,103,English,R,30669413,35e6
571,Pretty Woman,1990,USA,125,English,R,178406268,14e6
572,Quigley Down Under,1990,Australia,119,English,PG-13,21413105,2e7
573,Shipwrecked,1990,Norway,92,English,PG,NA,6e7
574,Spaced Invaders,1990,USA,100,English,PG,15369573,3e6
575,The Adventures of Ford Fairlane,1990,USA,104,English,R,21413502,4e7
576,The Godfather: Part III,1990,USA,170,English,R,66676062,54e6
577,The Hunt for Red October,1990,USA,135,English,PG,122012643,3e7
578,Total Recall,1990,USA,113,English,R,119412921,65e6
579,Total Recall,1990,USA,113,English,R,119412921,65e6
580,Tremors,1990,USA,96,English,PG-13,16667084,11e6
581,Two Evil Eyes,1990,Italy,120,English,R,349618,9e6
582,Beastmaster 2: Through the Portal of Time,1991,USA,107,English,PG-13,869325,6e6
583,Bill & Ted's Bogus Journey,1991,USA,93,English,PG,38037513,2e7
584,Boyz n the Hood,1991,USA,112,English,R,57504069,6e6
585,Cape Fear,1991,USA,128,English,R,79100000,35e6
586,Double Impact,1991,USA,110,English,R,30102717,15e6
587,Flight of the Intruder,1991,USA,115,English,PG-13,14587732,35e6
588,Freddy's Dead: The Final Nightmare,1991,USA,93,English,R,34872293,85e5
589,Harley Davidson and the Marlboro Man,1991,USA,98,English,R,7434726,23e6
590,Hook,1991,USA,142,English,PG,119654900,7e7
591,House Party 2,1991,USA,94,English,R,19281235,5e6
592,Hudson Hawk,1991,USA,100,English,R,17218080,7e7
593,JFK,1991,France,206,English,R,70405498,4e7
594,Johnny Suede,1991,Switzerland,97,English,R,NA,5e5
595,My Girl,1991,USA,102,English,PG-13,59847242,165e5
596,My Own Private Idaho,1991,USA,104,English,R,6401336,25e5
597,Return to the Blue Lagoon,1991,USA,102,English,PG-13,2807854,11e6
598,Robin Hood: Prince of Thieves,1991,USA,155,English,PG-13,165500000,48e6
599,Showdown in Little Tokyo,1991,USA,79,English,R,2275557,8e6
600,Slacker,1991,USA,100,English,R,1227508,23e3
601,Star Trek VI: The Undiscovered Country,1991,USA,110,English,PG,74888996,3e7
602,Stone Cold,1991,USA,88,English,R,9286314,17e6
603,Straight Out of Brooklyn,1991,USA,91,English,R,2712293,45e4
604,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,USA,88,English,PG,78656813,25e6
605,Terminator 2: Judgment Day,1991,USA,153,English,R,204843350,102e6
606,The Addams Family,1991,USA,99,English,PG-13,113502246,38e6
607,The Doors,1991,USA,140,English,R,35183792,38e6
608,The Fisher King,1991,USA,137,English,R,41895491,24e6
609,The Naked Gun 2½: The Smell of Fear,1991,USA,85,English,PG-13,86930411,23e6
610,The Prince of Tides,1991,USA,132,English,R,74787599,3e7
611,The Silence of the Lambs,1991,USA,138,English,R,130727000,19e6
612,White Fang,1991,USA,107,English,PG,34793160,14e6
613,A Few Good Men,1992,USA,138,English,R,141340178,4e7
614,A League of Their Own,1992,USA,128,English,PG,107458785,4e7
615,Aladdin,1992,USA,90,English,G,217350219,28e6
616,Alien 3,1992,USA,145,English,R,55473600,5e7
617,Army of Darkness,1992,USA,88,English,R,11501093,13e6
618,Batman Returns,1992,USA,126,English,PG-13,162831698,8e7
619,Boomerang,1992,USA,117,English,R,70100000,4e7
620,Bram Stoker's Dracula,1992,USA,155,English,R,82522790,4e7
621,Death Becomes Her,1992,USA,104,English,PG-13,58422650,55e6
622,El Mariachi,1992,USA,81,Spanish,R,2040920,7e3
623,Fortress,1992,Australia,95,English,R,6739141,8e6
624,Glengarry Glen Ross,1992,USA,100,English,R,10725228,125e5
625,Hoffa,1992,USA,140,English,R,24276500,35e6
626,Home Alone 2: Lost in New York,1992,USA,120,English,PG,173585516,18e6
627,Howards End,1992,UK,140,English,PG,25967000,NA
628,Lethal Weapon 3,1992,USA,121,English,R,144731527,35e6
629,Light Sleeper,1992,USA,103,English,R,1100000,5e6
630,Malcolm X,1992,USA,202,English,PG-13,48169908,33e6
631,Medicine Man,1992,USA,106,English,PG-13,45500797,4e7
632,Memoirs of an Invisible Man,1992,USA,99,English,PG-13,14358033,4e7
633,My Cousin Vinny,1992,USA,120,English,R,52929168,11e6
634,Patriot Games,1992,USA,117,English,R,83287363,45e6
635,Radio Flyer,1992,USA,114,English,PG-13,4651977,35e6
636,Raising Cain,1992,USA,91,English,R,21370057,12e6
637,Reservoir Dogs,1992,USA,99,English,R,2812029,12e5
638,Split Second,1992,UK,96,English,R,5430822,7e6
639,The Bodyguard,1992,USA,129,English,R,121945720,25e6
640,The Crying Game,1992,UK,112,English,R,62549000,23e5
641,The Last of the Mohicans,1992,USA,117,English,R,72455275,4e7
642,The Lawnmower Man,1992,UK,140,English,R,32101000,1e7
643,The Mighty Ducks,1992,USA,100,English,PG,50752337,1e7
644,The Muppet Christmas Carol,1992,USA,89,English,G,27281507,12e6
645,Unforgiven,1992,USA,131,English,R,101157447,144e5
646,Wayne's World,1992,USA,94,English,PG-13,121697350,2e7
647,Airborne,1993,USA,91,English,PG,2850263,26e5
648,Alive,1993,USA,120,English,R,36733909,32e6
649,"Blood In, Blood Out",1993,USA,330,English,R,4496583,35e6
650,Cliffhanger,1993,USA,124,English,R,84049211,7e7
651,Cool Runnings,1993,USA,98,English,PG,68856263,15e6
652,Dazed and Confused,1993,USA,102,English,R,7993039,69e5
653,Ed and His Dead Mother,1993,USA,93,English,PG-13,NA,18e5
654,Excessive Force,1993,USA,87,English,R,1200000,3e6
655,Gettysburg,1993,USA,271,English,PG,10769960,25e6
656,Groundhog Day,1993,USA,101,English,PG,70906973,146e5
657,Hocus Pocus,1993,USA,96,English,PG,39514713,28e6
658,Jason Goes to Hell: The Final Friday,1993,USA,91,English,R,15935068,25e5
659,Jurassic Park,1993,USA,127,English,PG-13,356784000,63e6
660,Killing Zoe,1993,France,99,English,R,418953,15e5
661,Last Action Hero,1993,USA,130,English,PG-13,50016394,7e7
662,Les visiteurs,1993,France,107,French,R,700000,5e7
663,Loaded Weapon 1,1993,USA,84,English,PG-13,27979400,82e5
664,Madadayo,1993,Japan,134,Japanese,NA,48856,119e5
665,Menace II Society,1993,USA,97,English,R,27900000,35e5
666,Mrs. Doubtfire,1993,USA,125,English,PG-13,219200000,25e6
667,Much Ado About Nothing,1993,UK,111,English,PG-13,22551000,8e6
668,Nowhere to Run,1993,USA,94,English,R,22189039,15e6
669,Only the Strong,1993,USA,99,English,PG-13,3273588,6e6
670,Philadelphia,1993,USA,125,English,PG-13,77324422,26e6
671,Poetic Justice,1993,USA,109,English,R,27515786,14e6
672,Return of the Living Dead III,1993,USA,97,English,R,NA,2e6
673,RoboCop 3,1993,USA,104,English,PG-13,10696210,235e5
674,Romeo Is Bleeding,1993,UK,100,English,R,3275585,115e5
675,Ruby in Paradise,1993,USA,114,English,R,1001437,8e5
676,Schindler's List,1993,USA,185,English,R,96067179,22e6
677,Shadowlands,1993,UK,115,English,PG,25842000,22e6
678,Sugar Hill,1993,USA,123,English,R,18272447,1e7
679,Super Mario Bros.,1993,UK,104,English,PG,20915465,42e6
680,Teenage Mutant Ninja Turtles III,1993,USA,96,English,PG,42660000,17e6
681,The Adventures of Huck Finn,1993,USA,108,English,PG,24103594,65e5
682,The Age of Innocence,1993,USA,139,English,PG,32000000,3e7
683,The Firm,1993,USA,154,English,R,158348400,42e6
684,The Fugitive,1993,USA,130,English,PG-13,183875760,44e6
685,The Nutcracker,1993,USA,92,English,G,2119994,19e6
686,The Pelican Brief,1993,USA,141,English,PG-13,100768056,45e6
687,The Piano,1993,New Zealand,121,English,R,40158000,7e6
688,The Princess and the Cobbler,1993,UK,80,English,G,669276,28e6
689,The Remains of the Day,1993,UK,134,English,PG,22954968,115e5
690,Tombstone,1993,USA,134,English,R,56505065,25e6
691,True Romance,1993,USA,121,English,R,12281500,13e6
692,Warlock: The Armageddon,1993,USA,98,English,R,3902679,3e6
693,What's Eating Gilbert Grape,1993,USA,118,English,PG-13,9170214,11e6
694,What's Love Got to Do with It,1993,USA,118,English,R,39100956,NA
695,3 Ninjas Kick Back,1994,USA,93,English,PG,11784000,2e7
696,A Low Down Dirty Shame,1994,USA,100,English,R,29392418,1e7
697,Ace Ventura: Pet Detective,1994,USA,78,English,PG-13,72217000,12e6
698,Baby's Day Out,1994,USA,99,English,PG,16671505,5e7
699,Beverly Hills Cop III,1994,USA,104,English,R,42610000,55e6
700,Bullets Over Broadway,1994,USA,98,English,R,13383737,2e7
701,Clear and Present Danger,1994,USA,141,English,PG-13,122012710,62e6
702,Clerks,1994,USA,102,English,R,3151130,23e4
703,Crooklyn,1994,USA,115,English,PG-13,13640000,14e6
704,Disclosure,1994,USA,128,English,R,83000000,55e6
705,Don Juan DeMarco,1994,USA,97,English,PG-13,22200000,25e6
706,Dumb & Dumber,1994,USA,113,English,PG-13,127175354,16e6
707,Ed Wood,1994,USA,127,English,R,5887457,18e6
708,Exotica,1994,Canada,103,English,R,5132222,2e6
709,Forrest Gump,1994,USA,142,English,PG-13,329691196,55e6
710,Four Weddings and a Funeral,1994,UK,117,English,R,52700832,45e5
711,Heavenly Creatures,1994,New Zealand,108,English,R,3049135,5e6
712,Highlander: The Final Dimension,1994,Canada,99,English,PG-13,13829734,26e6
713,Hoop Dreams,1994,USA,170,English,PG-13,7830611,7e5
714,Interview with the Vampire: The Vampire Chronicles,1994,USA,123,English,R,105264608,6e7
715,Legends of the Fall,1994,USA,133,English,R,66528842,3e7
716,Little Women,1994,USA,115,English,PG,50003300,15e6
717,Men of War,1994,USA,76,English,R,NA,86e5
718,Naked Gun 33 1/3: The Final Insult,1994,USA,83,English,PG-13,51109400,3e7
719,New Nightmare,1994,USA,107,English,R,18090181,8e6
720,On Deadly Ground,1994,USA,101,English,R,38590500,5e7
721,PCU,1994,USA,79,English,PG-13,4350774,8e6
722,Police Academy: Mission to Moscow,1994,USA,83,English,PG,126247,62e5
723,Pulp Fiction,1994,USA,178,English,R,107930000,8e6
724,Rapa Nui,1994,USA,107,English,R,305070,2e7
725,Renaissance Man,1994,USA,128,English,PG-13,24332324,4e7
726,Ri¢hie Ri¢h,1994,USA,95,English,PG,38087756,4e7
727,Serial Mom,1994,USA,95,English,R,7881335,13e6
728,Speed,1994,USA,116,English,R,121248145,25e6
729,Star Trek: Generations,1994,USA,118,English,PG,75668868,35e6
730,Street Fighter,1994,Japan,102,English,PG-13,33423521,35e6
731,The Client,1994,USA,119,English,PG-13,92115211,45e6
732,The Crow,1994,USA,98,English,R,50693162,23e6
733,The Flintstones,1994,USA,91,English,PG,130512915,45e6
734,The Hudsucker Proxy,1994,UK,111,English,PG,2869369,3e7
735,The Inkwell,1994,USA,110,English,R,8880705,NA
736,The Legend of Drunken Master,1994,Hong Kong,102,Cantonese,R,11546543,2e6
737,The Lion King,1994,USA,73,English,G,422783777,45e6
738,The Mask,1994,USA,114,English,PG-13,119938730,18e6
739,The River Wild,1994,USA,111,English,PG-13,46815748,45e6
740,The Santa Clause,1994,USA,97,English,PG,144833357,22e6
741,The Shadow,1994,USA,93,English,PG-13,32055248,25e6
742,The Shawshank Redemption,1994,USA,142,English,R,28341469,25e6
743,The Specialist,1994,Peru,110,English,R,57362581,45e6
744,There Goes My Baby,1994,USA,99,English,R,125169,105e5
745,Timecop,1994,Canada,99,English,R,44450000,27e6
746,True Lies,1994,USA,141,English,R,146282411,115e6
747,Wolf,1994,USA,125,English,R,65012000,7e7
748,Wyatt Earp,1994,USA,212,English,PG-13,25052000,63e6
749,Ace Ventura: When Nature Calls,1995,USA,90,English,PG-13,108360000,3e7
750,Apollo 13,1995,USA,140,English,PG,172071312,62e6
751,Assassins,1995,France,132,English,R,30306268,5e7
752,Babe,1995,Australia,91,English,G,66600000,3e7
753,Bad Boys,1995,USA,119,English,R,65807024,19e6
754,Bang,1995,USA,98,English,NA,NA,NA
755,Batman Forever,1995,USA,121,English,PG-13,184031112,1e8
756,Before Sunrise,1995,USA,105,English,R,5400000,25e5
757,Braveheart,1995,USA,178,English,R,75600000,72e6
758,Casino,1995,USA,178,English,R,42438300,52e6
759,Casper,1995,USA,100,English,PG,100328194,5e7
760,Clueless,1995,USA,97,English,PG-13,56631572,12e6
761,Congo,1995,USA,109,English,PG-13,81022333,5e7
762,Copycat,1995,USA,123,English,R,32051917,2e7
763,Crimson Tide,1995,USA,123,English,R,91400000,53e6
764,Cutthroat Island,1995,USA,124,English,PG-13,11000000,98e6
765,Dead Man Walking,1995,UK,122,English,R,39025000,11e6
766,Desperado,1995,USA,104,English,R,25625110,7e6
767,Die Hard with a Vengeance,1995,USA,128,English,R,100012500,9e7
768,First Knight,1995,USA,134,English,PG-13,37600435,55e6
769,Four Rooms,1995,USA,110,English,R,4301331,4e6
770,Friday,1995,USA,97,English,R,27900000,35e5
771,Get Shorty,1995,USA,105,English,R,72077000,3025e4
772,GoldenEye,1995,UK,130,English,PG-13,106635996,58e6
773,Hackers,1995,USA,107,English,PG-13,7564000,2e7
774,Halloween: The Curse of Michael Myers,1995,USA,93,English,R,15126948,5e6
775,Home for the Holidays,1995,USA,103,English,PG-13,17518220,2e7
776,Jade,1995,USA,107,English,R,9795017,5e7
777,Jefferson in Paris,1995,France,139,English,PG-13,2474000,14e6
778,Kids,1995,USA,91,English,NA,7417210,15e5
779,Kiss of Death,1995,USA,101,English,R,14942422,4e7
780,Leaving Las Vegas,1995,USA,111,English,R,31968347,36e5
781,Mallrats,1995,USA,123,English,R,2122561,6e6
782,Money Train,1995,USA,105,English,R,35324232,68e6
